path_in_zip,filename,ext,size_bytes,role_guess,suggested_action,reason
ZIPS/vista_vehiculo_mejorada.py,vista_vehiculo_mejorada.py,.py,3193,Django module (.py),🟡 Move into app,"Python module should live inside an app package (e.g., taller/, gestion_taller/)"
ZIPS/postcss.config.js,postcss.config.js,.js,82,JavaScript (.js),🟡 Move into proper folder,Frontend asset or template found outside canonical template/static dirs
ZIPS/tailwind.config.js,tailwind.config.js,.js,1110,JavaScript (.js),🟡 Move into proper folder,Frontend asset or template found outside canonical template/static dirs
ZIPS/regiones_ciudades.json,regiones_ciudades.json,.json,4447,Data/Config (.json),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.aider.input.history,.aider.input.history,.history,19942,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.coverage,.coverage,,147456,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.coveragerc,.coveragerc,,4953,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.env.example,.env.example,.example,2168,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.gitattributes,.gitattributes,,484,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.gitignore,.gitignore,,1857,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/.pre-commit-config.yaml,.pre-commit-config.yaml,.yaml,2934,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/coverage.xml,coverage.xml,.xml,439895,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/db.sqlite3,db.sqlite3,.sqlite3,1626112,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/eg_documentos_patch.diff,eg_documentos_patch.diff,.diff,11399,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/eg_patch.diff,eg_patch.diff,.diff,11143,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/env.example,env.example,.example,1984,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/pytest.ini,pytest.ini,.ini,588,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/render.yaml,render.yaml,.yaml,2817,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/t -q -k qs_tools_complex or language_middleware_smoke,t -q -k qs_tools_complex or language_middleware_smoke,,822,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/tatus,tatus,,822,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/tatus --porcelain,tatus --porcelain,,364,Other,🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/__init__.py,__init__.py,.py,64,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/add_debug_to_templates.py,add_debug_to_templates.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/add_stars_to_templates.py,add_stars_to_templates.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/analyze_indexes.py,analyze_indexes.py,.py,3359,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/clean_debug_templates.py,clean_debug_templates.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/cleanup_templates_from_remap.py,cleanup_templates_from_remap.py,.py,5797,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/complete_docs.py,complete_docs.py,.py,3055,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/configuracion_empresa.py,configuracion_empresa.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/copy_confirm_templates.py,copy_confirm_templates.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/create_mo.py,create_mo.py,.py,2935,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/create_mo_safe.py,create_mo_safe.py,.py,2998,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/deployment_guide.py,deployment_guide.py,.py,12145,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/diagnose_delete_loop.py,diagnose_delete_loop.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/finalize_templates_layout.py,finalize_templates_layout.py,.py,5761,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/find_deletable_cliente.py,find_deletable_cliente.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/informe_final_seguridad.py,informe_final_seguridad.py,.py,4775,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/instalar_reportes_mecanicos.py,instalar_reportes_mecanicos.py,.py,2704,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/integrar_notificaciones_documentos.py,integrar_notificaciones_documentos.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/migracion_global_templates.py,migracion_global_templates.py,.py,11309,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/paso4_vistas_ajax_jerarquicas.py,paso4_vistas_ajax_jerarquicas.py,.py,12846,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/prefer_country_layout.py,prefer_country_layout.py,.py,5550,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/preparar_actualizacion_pythonanywhere.py,preparar_actualizacion_pythonanywhere.py,.py,5490,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/probar_admin_chile.py,probar_admin_chile.py,.py,5083,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/probar_chile_idioma.py,probar_chile_idioma.py,.py,5914,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/probar_idioma_con_login.py,probar_idioma_con_login.py,.py,5411,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/probar_idioma_web.py,probar_idioma_web.py,.py,3543,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/propagar_template_anio.py,propagar_template_anio.py,.py,897,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/propagar_template_crear_vehiculo.py,propagar_template_crear_vehiculo.py,.py,2207,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/propagar_template_formulario.py,propagar_template_formulario.py,.py,1754,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/propagar_vehiculo_template.py,propagar_vehiculo_template.py,.py,7675,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/reparar_dashboard_espacial.py,reparar_dashboard_espacial.py,.py,58,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/reparar_formulario_vehiculo.py,reparar_formulario_vehiculo.py,.py,4638,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/reporte_final_100.py,reporte_final_100.py,.py,5912,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/resetear_passwords_demo.py,resetear_passwords_demo.py,.py,402,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/reshape_templates_to_original_paths.py,reshape_templates_to_original_paths.py,.py,3338,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/scan_auth_templates.py,scan_auth_templates.py,.py,4528,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/shell_commands.py,shell_commands.py,.py,2796,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/simple_add_services.py,simple_add_services.py,.py,2671,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/simple_complete.py,simple_complete.py,.py,3150,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/simplificar_dashboard_espacial.py,simplificar_dashboard_espacial.py,.py,2531,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/sincronizar_pythonanywhere.py,sincronizar_pythonanywhere.py,.py,7479,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/smtp_diagnostico.py,smtp_diagnostico.py,.py,6994,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/split_zip.py,split_zip.py,.py,7025,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/totales.py,totales.py,.py,0,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/validacion_final_branding.py,validacion_final_branding.py,.py,2774,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/validar_cabecera_navegacion.py,validar_cabecera_navegacion.py,.py,7541,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/validar_cabecera_simple.py,validar_cabecera_simple.py,.py,6194,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/validar_produccion.py,validar_produccion.py,.py,3631,Python script (.py),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/buscar_duplicados.ps1,buscar_duplicados.ps1,.ps1,1757,Script (shell/PS),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/buscar_duplicados_canonical.ps1,buscar_duplicados_canonical.ps1,.ps1,2940,Script (shell/PS),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/fix_allauth_pythonanywhere.sh,fix_allauth_pythonanywhere.sh,.sh,0,Script (shell/PS),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/run_monitoring.bat,run_monitoring.bat,.bat,81,Script (shell/PS),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/start.bat,start.bat,.bat,529,Script (shell/PS),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/start_e_garage_dashboard.bat,start_e_garage_dashboard.bat,.bat,121,Script (shell/PS),🟡 Review,Unknown file at root; likely can be moved or deleted if duplicate
ZIPS/SOLUCION_SETTINGS_USA_COMPLETADA.md,SOLUCION_SETTINGS_USA_COMPLETADA.md,.md,4645,Markdown note (.md),🟢 Keep,Core project/config file
ZIPS/pyproject.toml,pyproject.toml,.toml,911,Other,🟢 Keep,Core project/config file
ZIPS/manage.py,manage.py,.py,1288,Python script (.py),🟢 Keep,Core project/config file
ZIPS/wsgi_production.py,wsgi_production.py,.py,5674,Python script (.py),🟢 Keep,Core project/config file
ZIPS/wsgi_pythonanywhere.py,wsgi_pythonanywhere.py,.py,795,Python script (.py),🟢 Keep,Core project/config file
ZIPS/requirements-dev.txt,requirements-dev.txt,.txt,3645,Text/Log,🟢 Keep,Core project/config file
ZIPS/requirements.txt,requirements.txt,.txt,2106,Text/Log,🟢 Keep,Core project/config file
ZIPS/requirements_num2words.txt,requirements_num2words.txt,.txt,58,Text/Log,🟢 Keep,Core project/config file
ZIPS/requirements_production.txt,requirements_production.txt,.txt,2052,Text/Log,🟢 Keep,Core project/config file
ZIPS/requirements_pythonanywhere.txt,requirements_pythonanywhere.txt,.txt,1206,Text/Log,🟢 Keep,Core project/config file
